DrugID,DrugName,CID,ChEBI_ID
1915,Methylprednisolone,6741,CHEBI:6888
1916,Methylprednisolone aceponate,63019,CHEBI:135762
1917,Methylprednisolone hemisuccinate,16923,CHEBI:135765
1918,Methylprednisone,124653,
1919,Methylpropylpropanediol dinitrate,25430,
1920,Methylselenocysteine,147004,CHEBI:27812
1921,Methyltestosterone,6010,CHEBI:27436
1922,Methylthiouracil,667493,CHEBI:82346
1923,Methyprylon,4162,CHEBI:31837
1924,Methysergide,9681,CHEBI:92629
1925,Metiamide,1548992,CHEBI:6896
1926,Meticillin,6087,CHEBI:6827
1927,Meticrane,4165,CHEBI:31839
1928,Metildigoxin,443946,CHEBI:135885
1929,Metipranolol,31477,CHEBI:6897
1930,Metixene,4167,CHEBI:51024
1931,Metoclopramide,4168,CHEBI:107736
1932,Metocurine,21233,CHEBI:6900
1933,Metolazone,4170,CHEBI:64354
1934,Metoprine,24466,
1935,Metoprolol,4171,CHEBI:6904
1936,Metrifonate,5853,CHEBI:6908
1937,Metronidazole,4173,CHEBI:6909
1938,Metyrapone,4174,CHEBI:44241
1939,Metyrosine,441350,CHEBI:6912
1940,Mevastatin,64715,CHEBI:34848
1941,Mezlocillin,656511,CHEBI:6919
1942,Mianserin,4184,CHEBI:51137
1943,Mibefradil,60663,CHEBI:6920
1944,Mibolerone,251636,CHEBI:34849
1945,Micafungin,477468,CHEBI:600520
1946,Miconazole,4189,CHEBI:82892
1947,Micronomicin,3037206,CHEBI:81283
1948,Midazolam,4192,CHEBI:6931
1949,Midecamycin,5282169,CHEBI:31845
1950,Midodrine,4195,CHEBI:6933
1951,Midomafetamine,1615,CHEBI:1391
1952,Midostaurin,9829523,CHEBI:63452
1953,Mifamurtide,123133557,
1954,Mifepristone,55245,CHEBI:50692
1955,Miglitol,441314,CHEBI:6935
1956,Milrinone,4197,CHEBI:50693
1957,Miltefosine,3599,CHEBI:75283
1958,Minaprine,4199,CHEBI:51038
1959,Minocycline,54675783,CHEBI:50694
1960,Minoxidil,4201,CHEBI:6942
1961,Mirabegron,9865528,CHEBI:65349
1962,Mirodenafil,135497803,CHEBI:136049
1963,Misoprostol,5282381,CHEBI:94387
1964,Mitapivat,59634741,
1965,Mitemcinal,6918267,
1966,Mitiglinide,121891,CHEBI:135349
1967,Mitobronitol,656655,CHEBI:34853
1968,Mitoguazone,5351154,CHEBI:43996
1969,Mitomycin,5746,CHEBI:27504
1970,Mitotane,4211,CHEBI:6954
1971,Mitoxantrone,4212,CHEBI:50729
1972,Mivacurium,5281042,CHEBI:6958
1973,Mizolastine,65906,CHEBI:31857
1974,Mizoribine,104762,CHEBI:31858
1975,Mobocertinib,118607832,
1976,Mocetinostat,9865515,
1977,Moclobemide,4235,CHEBI:83531
1978,Moexipril,91270,CHEBI:6960
1979,Moexiprilat,55331,
1980,Mofebutazone,16639,CHEBI:76252
1981,Molindone,23897,CHEBI:6965
1982,Molsidomine,5353788,CHEBI:92623
1983,Momelotinib,25062766,CHEBI:91407
1984,Mometasone,441335,CHEBI:6970
1985,Mometasone furoate,441336,CHEBI:47564
1986,Monastrol,794323,CHEBI:75384
1987,Monofluorophosphate ion,65241,CHEBI:42699
1988,Monomethyl fumarate,5369209,CHEBI:167450
1989,Montelukast,5281040,CHEBI:50730
1990,Montmorillonite,71586775,
1991,Moperone,4249,CHEBI:135500
1992,Moricizine,34633,CHEBI:6997
1993,Morniflumate,72106,CHEBI:136018
1994,Morphine,5288826,CHEBI:17303
1995,Mosapramine,4257,CHEBI:135775
1996,Mosapride,119584,CHEBI:94373
1997,Motesanib,11667893,CHEBI:51098
1998,Motexafin gadolinium,158385,
1999,Motretinide,6314185,CHEBI:135490
2000,Moxestrol,11954041,CHEBI:34857
2001,Moxifloxacin,152946,CHEBI:63611
2002,Moxisylyte,4260,CHEBI:94754
2003,Moxonidine,4810,CHEBI:7009
2004,Mupirocin,446596,CHEBI:7025
2005,Muraglitazar,206044,CHEBI:188851
2006,Murepavadin,91824766,
2007,Muzolimine,41386,CHEBI:135124
2008,Mycophenolate mofetil,5281078,CHEBI:8764
2009,Mycophenolic acid,446541,CHEBI:168396
2010,Myxothiazol,10972974,CHEBI:234560
2011,"N-(2-hydroxybenzyl)-2,5-dimethoxy-4-cyanophenylethylamine",90489020,CHEBI:145979
2012,N-Propargyl-1(S)-Aminoindan,5289310,
2013,N-acetyltyrosine,68310,CHEBI:21563
2014,N-methylnicotinamide,64950,CHEBI:64399
2015,NGX267,10013505,
2016,NS-398,4553,CHEBI:73458
2017,Nabilone,5284592,
2018,Nabumetone,4409,CHEBI:7443
2019,Nadolol,39147,
2020,Nafamostat,4413,CHEBI:135466
2021,Nafarelin,25077405,
2022,Nafcillin,8982,CHEBI:7447
2023,Naftidrofuryl,4417,CHEBI:91817
2024,Naftopidil,4418,CHEBI:31891
2025,Nalbuphine,5311304,CHEBI:7454
2026,Naldemedine,54732242,
2027,Nalidixic acid,4421,CHEBI:100147
2028,Nalmefene,5284594,CHEBI:7457
2029,Nalorphine,5284595,CHEBI:7458
2030,Naloxegol,56959087,CHEBI:82975
2031,Naloxone,5284596,CHEBI:7459
2032,Naltrexone,5360515,CHEBI:7465
2033,Naluzotan,11430856,
2034,Namitecan,10950142,
2035,Nanatinostat,49857317,
2036,Nandrolone,9904,CHEBI:7466
2037,Nandrolone decanoate,9677,CHEBI:7467
2038,Nandrolone phenpropionate,229455,CHEBI:7468
2039,Naphazoline,4436,CHEBI:93363
2040,Naproxen,156391,CHEBI:7476
2041,Naquotinib,71667668,
2042,Naratriptan,4440,CHEBI:7478
2043,Naringenin,439246,CHEBI:17846
2044,Naronapride,11237985,
2045,Natamycin,5284447,
2046,Nateglinide,5311309,CHEBI:31897
2047,Navitoclax,24978538,CHEBI:131174
2048,Neamine,72392,CHEBI:7489
2049,Nebivolol,71301,CHEBI:64019
2050,Nebularine,68368,CHEBI:18255
2051,Nedocromil,50294,CHEBI:7492
2052,Nefazodone,4449,CHEBI:7494
2053,Nefiracetam,71157,CHEBI:135004
2054,Nelarabine,3011155,CHEBI:63612
2055,Nelfinavir,64143,CHEBI:7496
2056,Nemonoxacin,11993740,CHEBI:136053
2057,Neocitrullamon,3084726,CHEBI:134734
2058,Neosaxitoxin,21117946,CHEBI:167561
2059,Neostigmine,4456,CHEBI:7514
2060,Nepafenac,151075,CHEBI:75922
2061,Neratinib,9915743,CHEBI:61397
2062,Netilmicin,441306,
2063,Netoglitazone,204109,
2064,Netupitant,6451149,CHEBI:85155
2065,Nevirapine,4463,CHEBI:63613
2066,Nialamide,4472,CHEBI:94510
2067,Niaprazine,71919,CHEBI:135505
2068,Nicardipine,4474,CHEBI:7550
2069,Nicergoline,34040,CHEBI:31902
2070,Niclosamide,4477,CHEBI:7553
2071,Nicomorphine,5362460,CHEBI:135797
2072,Nicorandil,47528,CHEBI:31905
2073,Nicotine,89594,CHEBI:17688
2074,Nicotinyl alcohol,7510,CHEBI:45213
2075,Nifedipine,4485,CHEBI:7565
2076,Nifenazone,4487,CHEBI:31910
2077,Niflumic acid,4488,CHEBI:34888
2078,Nifuratel,6433427,CHEBI:135180
2079,Nigericin,34230,CHEBI:7569
2080,Nilotinib,644241,CHEBI:52172
2081,Niludipine,89767,
2082,Nilutamide,4493,CHEBI:7573
2083,Nilvadipine,4494,CHEBI:31911
2084,Nimesulide,4495,CHEBI:44445
2085,Nimodipine,4497,CHEBI:7575
2086,Nimustine,39214,CHEBI:75270
2087,Nintedanib,135423438,CHEBI:85164
2088,Niperotidine,66753191,CHEBI:135706
2089,Niraparib,24958200,CHEBI:176844
2090,Nirmatrelvir,155903259,CHEBI:170007
2091,Nirogacestat,46224413,CHEBI:229217
2092,Nisoldipine,4499,CHEBI:76917
2093,Nisoxetine,4500,CHEBI:73410
2094,Nitrazepam,4506,CHEBI:7581
2095,Nitrendipine,4507,CHEBI:7582
2096,Nitric Oxide,145068,CHEBI:16480
2097,Nitrite,946,CHEBI:16301
2098,Nitroaspirin,119032,CHEBI:125482
2099,Nitrofurantoin,6604200,CHEBI:71415
2100,Nitroglycerin,4510,CHEBI:28787
2102,Nitrous oxide,948,CHEBI:17045
2103,Nizatidine,4513,
2104,Nizofenone,4514,CHEBI:135668
2105,Nocodazole,4122,CHEBI:34892
2106,Nolatrexed,135400184,
2107,Nomegestrol,68783,CHEBI:135993
2108,Nomegestrol acetate,91668,CHEBI:135564
2109,Nomifensine,4528,CHEBI:116225
2110,Nonoxynol-9,72385,CHEBI:53775
2111,Nordazepam,2997,CHEBI:111762
2112,Norelgestromin,62930,
2113,Norepinephrine,439260,CHEBI:18357
2114,Norethindrone enanthate,229295,CHEBI:34894
2115,Norethisterone,6230,CHEBI:7627
2116,Norethynodrel,6231,CHEBI:34895
2117,Norfenefrine,4538,CHEBI:134779
2118,Norfloxacin,4539,CHEBI:100246
2119,Norgestimate,6540478,CHEBI:50815
2120,Norgestrienone,13313,CHEBI:135231
2121,Normethadone,10090,CHEBI:135242
2122,Nortriptyline,4543,CHEBI:7640
2123,Noscapine,275196,CHEBI:73237
2124,Novobiocin,54675769,CHEBI:28368
2125,Nylidrin,4567,CHEBI:91656
2126,Nystatin,6433272,
2127,OBP-801,11178958,
2128,ONT-093,6450807,
2129,ORM-12741,71301276,
2130,OXI-4503,6918546,
2131,Obeticholic acid,447715,CHEBI:43602
2132,Ocinaplon,216456,
2133,Octamoxin,20811,CHEBI:134768
2134,Octinoxate,5355130,CHEBI:88667
2135,Octopamine,4581,CHEBI:17134
2137,Odanacatib,10152654,
2138,Olanzapine,135398745,CHEBI:7735
2139,Olaparib,23725625,CHEBI:83766
2140,Oleandomycin,72493,CHEBI:16869
2141,Oleandrin,11541511,CHEBI:59030
2142,Oliceridine,66553195,
2143,Olmesartan,158781,CHEBI:48416
2144,Olmutinib,54758501,
2145,Olodaterol,11504295,CHEBI:82700
2146,Olorofim,91885568,
2147,Olsalazine,22419,CHEBI:7770
2148,Oltipraz,47318,CHEBI:77319
2149,Olutasidenib,118955396,
2150,Omacetaxine mepesuccinate,285033,CHEBI:71019
2151,Omadacycline,54697325,CHEBI:177758
2152,Omapatrilat,656629,CHEBI:135660
2153,Omarigliptin,46209133,CHEBI:134735
2154,Omaveloxolone,71811910,CHEBI:229661
2155,Ombitasvir,54767916,CHEBI:85183
2156,Onapristone,5311505,CHEBI:229800
2157,Ondansetron,4595,CHEBI:7773
2158,Ondelopran,10457387,
2159,Opicapone,135565903,CHEBI:134699
2160,Opipramol,9417,CHEBI:94614
2161,Orbifloxacin,60605,CHEBI:183823
2162,Orciprenaline,4086,CHEBI:6792
2163,Oritavancin,16136912,CHEBI:82699
2164,Orlistat,3034010,CHEBI:94686
2165,Ormeloxifene,35805,
2166,Ornidazole,28061,CHEBI:75176
2167,Orphenadrine,4601,CHEBI:7789
2168,Orvepitant,9852175,CHEBI:230796
2169,Osanetant,219077,
2170,Oseltamivir,65028,CHEBI:7798
2171,Osilodrostat,44139752,
2172,Osimertinib,71496458,CHEBI:90943
2173,Ospemifene,3036505,CHEBI:73275
2174,Otamixaban,5496659,
2175,Oteseconazole,77050711,CHEBI:188153
2176,Otilonium,72093,CHEBI:135780
2177,Ouabain,439501,CHEBI:472805
2178,Oxabolone cipionate,68952,CHEBI:31940
2179,Oxacillin,6196,CHEBI:7809
2180,Oxaflozane,432824,CHEBI:135128
2181,Oxamniquine,4612,CHEBI:78416
2182,Oxandrolone,5878,CHEBI:7820
2183,Oxaprotiline,38207,
2184,Oxaprozin,4614,CHEBI:7822
2185,Oxatomide,4615,CHEBI:31943
2186,Oxazepam,4616,CHEBI:7823
2187,Oxazepam acetate,102697,
2188,Oxcarbazepine,34312,CHEBI:7824
2189,Oxetacaine,4621,CHEBI:31947
2190,Oxidronic acid,27304,CHEBI:134844
2191,Oxiracetam,4626,CHEBI:134788
2192,Oxitriptan,439280,CHEBI:17780
2193,Oxitropium,6917866,CHEBI:135418
2194,Oxolinic acid,4628,CHEBI:138856
2195,Oxprenolol,4631,CHEBI:91704
2196,Oxybenzone,4632,CHEBI:34283
2197,Oxybuprocaine,4633,CHEBI:309594
2198,Oxybutynin,4634,CHEBI:7856
2199,Oxycodone,5284603,CHEBI:7852
2200,Oxyfedrine,5489013,CHEBI:135343
2201,Oxymetazoline,4636,CHEBI:7862
2202,Oxymetholone,5281034,CHEBI:7864
2203,Oxymorphone,5284604,CHEBI:7865
2204,Oxypertine,4640,CHEBI:31952
2205,Oxyphenbutazone,4641,CHEBI:76258
2206,Oxyphencyclimine,4642,CHEBI:7868
2207,Oxyphenisatin,31315,CHEBI:135358
2208,Oxyphenisatin acetate,8269,CHEBI:135638
2209,Oxyphenonium,5749,CHEBI:94329
2210,Oxytetracycline,54675779,CHEBI:27701
2211,Ozanimod,52938427,CHEBI:234516
2212,PD173955,447077,CHEBI:49791
2213,PF-00610355,11505444,
2214,PRX-08066,76972919,
2215,Paclitaxel,36314,CHEBI:45863
2216,Pacritinib,46216796,CHEBI:231350
2217,Padeliporfin,171041442,
2218,Pagoclone,131664,
2219,Palbociclib,5330286,CHEBI:85993
2220,Palifosfamide,100427,CHEBI:80566
2221,Paliperidone,115237,CHEBI:83804
2222,Palmidrol,4671,CHEBI:71464
2223,Palonosetron,6337614,CHEBI:85161
2224,Palovarotene,10295295,CHEBI:188559
2225,Pamidronic acid,4674,CHEBI:7903
2226,Pancuronium,441289,CHEBI:7907
2227,Panobinostat,6918837,CHEBI:85990
2228,Pantoprazole,4679,CHEBI:7915
2229,Pantothenic acid,6613,CHEBI:46905
2230,Papaverine,4680,CHEBI:28241
2231,Paraldehyde,31264,CHEBI:27909
2232,Paramethadione,8280,CHEBI:7921
2233,Paramethasone,5875,CHEBI:7922
2234,Paraoxon,9395,CHEBI:27827
2235,Parecoxib,119828,CHEBI:73038
2236,Pargyline,4688,CHEBI:7930
2237,Paricalcitol,5281104,CHEBI:7931
2238,Paritaprevir,45110509,
2239,Paromomycin,165580,CHEBI:7934
2240,Paroxetine,43815,CHEBI:7936
2241,Pasireotide,9941444,CHEBI:72312
2242,Patent Blue,77074,CHEBI:59601
2243,Patupilone,448013,CHEBI:31550
2244,Pazopanib,10113978,CHEBI:71219
2245,Pazufloxacin,65957,CHEBI:94700
2246,Peficitinib,57928403,
2247,Pefloxacin,51081,CHEBI:50199
2248,Peldesine,135413525,
2249,Pelitinib,6445562,CHEBI:38927
2250,Pemafibrate,11526038,CHEBI:228365
2251,Pemetrexed,135410875,CHEBI:63616
2252,Pemigatinib,86705695,
2253,Penamecillin,10250769,CHEBI:131733
2254,Penbutolol,37464,CHEBI:7954
2255,Penciclovir,135398748,CHEBI:7956
2256,Penclomedine,60203,
2257,Penfluridol,33630,CHEBI:92278
2258,Penicillamine,5852,CHEBI:7959
2259,Penicillin G Acyl-Serine,131704224,
2260,Penimepicycline,54686187,CHEBI:75258
2261,Pentaerithrityl,8285,CHEBI:134760
2262,Pentaerythritol tetranitrate,6518,CHEBI:25879
2263,Pentamidine,4735,CHEBI:45081
2264,Pentazocine,441278,CHEBI:7982
2265,Penthienate,6067,CHEBI:135447
2266,Pentifylline,70569,CHEBI:135091
2267,Pentobarbital,4737,CHEBI:7983
2268,Pentolinium,5850,CHEBI:347401
2270,Pentostatin,439693,CHEBI:27834
2271,Pentoxifylline,4740,CHEBI:7986
2272,Perampanel,9924495,CHEBI:71013
2273,Perazine,4744,CHEBI:59118
2274,Perchlorate,123351,CHEBI:49706
2275,Perflubutane,9638,CHEBI:134964
2276,Perflutren,6432,CHEBI:31980
2277,Pergolide,47811,CHEBI:63617
2278,Perhexiline,4746,CHEBI:35553
2279,Periciazine,4747,CHEBI:31981
2280,Perillyl alcohol,10819,CHEBI:15420
2281,Perindopril,107807,CHEBI:8024
2282,Perindoprilat,72022,CHEBI:132041
2283,Permethrin,40326,CHEBI:34911
2284,Perospirone,115368,CHEBI:94777
2285,Perphenazine,4748,CHEBI:8028
2286,Perphenazine enanthate,62871,
2287,Peruvoside,12314120,CHEBI:135825
2288,Pexidartinib,25151352,CHEBI:145373
2289,Phenacemide,4753,CHEBI:8049
2290,Phenacetin,4754,CHEBI:8050
2291,Phenazocine,14707,
2292,Phenazopyridine,4756,CHEBI:71416
2293,Phencyclidine,6468,CHEBI:8058
2294,Phendimetrazine,30487,CHEBI:8059
2295,Phenelzine,3675,CHEBI:8060
2296,Phenethyl Isothiocyanate,16741,CHEBI:351346
2297,Phenethylamine,1001,CHEBI:18397
2298,Pheneticillin,272833,CHEBI:52427
2299,Pheneturide,72060,CHEBI:31989
2300,Phenformin,8249,CHEBI:8064
2301,Phenglutarimide,102669,CHEBI:135195
2302,Phenibut,14113,CHEBI:136039
2303,Phenindamine,11291,CHEBI:8065
2304,Phenindione,4760,CHEBI:8066
2305,Pheniprazine,5929,CHEBI:134773
2306,Pheniramine,4761,CHEBI:91591
2307,Phenmetrazine,4762,CHEBI:8067
2308,Phenobarbital,4763,CHEBI:8069
2309,Phenol,996,CHEBI:15882
2310,Phenolphthalein,4764,CHEBI:34914
2311,Phenoperidine,11226,CHEBI:135550
2312,Phenothiazine,7108,CHEBI:37931
2313,Phenoxybenzamine,4768,CHEBI:8077
2314,Phenoxymethylpenicillin,6869,CHEBI:27446
2315,Phenoxypropazine,71467,CHEBI:134799
2316,Phenprobamate,4770,CHEBI:31992
2317,Phenprocoumon,54680692,CHEBI:50438
2318,Phenserine,192706,
2319,Phensuximide,6839,CHEBI:8079
2320,Phentermine,4771,CHEBI:8080
2321,Phentolamine,5775,CHEBI:8081
2322,Phenyl aminosalicylate,8609,CHEBI:114203
2323,Phenylacetic acid,999,CHEBI:30745
2324,Phenylbutazone,4781,CHEBI:48574
2325,Phenylbutyric acid,4775,CHEBI:41500
2326,Phenylephrine,6041,CHEBI:8093
2327,Phenytoin,1775,CHEBI:8107
2328,Pholcodine,5311356,CHEBI:53579
2329,Phosmet,12901,CHEBI:38786
2330,Phosphocreatine,9548602,CHEBI:17287
2331,Phthalylsulfathiazole,4806,CHEBI:9336
2332,Phylloquinone,5284607,CHEBI:18067
2333,Physostigmine,5983,CHEBI:27953
2334,Pibrentasvir,58031952,
2335,Piceatannol,667639,CHEBI:28814
2336,Piclamilast,154575,CHEBI:47619
2337,Piclozotan,9801640,
2338,Picosulfuric acid,5243,
2339,Picotamide,4814,CHEBI:93175
2340,Pidotimod,65944,CHEBI:94618
2341,Pilocarpine,5910,CHEBI:8207
2342,Pilsicainide,4820,CHEBI:135127
2343,Pimavanserin,10071196,CHEBI:133017
2344,Pimecrolimus,6509979,CHEBI:135888
2345,Pimozide,16362,CHEBI:8212
2346,Pinacidil,55329,CHEBI:34923
2347,Pinaverium,40704,CHEBI:135811
2348,Pinazepam,40391,CHEBI:135315
2349,Pindolol,4828,CHEBI:8214
2350,Pinometostat,57345410,CHEBI:230493
2351,Pioglitazone,4829,CHEBI:8228
2352,Pipamperone,4830,CHEBI:78549
2353,Pipecuronium,50192,CHEBI:8230
2354,Pipemidic acid,4831,CHEBI:75250
2355,Pipenzolate,4832,CHEBI:95178
2356,Piperacillin,43672,CHEBI:8232
2357,Piperaquine,122262,CHEBI:91231
2358,Piperazine,4837,CHEBI:28568
2359,Piperidolate,4839,CHEBI:91986
2360,Piperine,638024,CHEBI:28821
2361,Pipobroman,4842,CHEBI:8242
2362,Pipotiazine,62867,
2363,Piracetam,4843,CHEBI:32010
2364,Pirarubicin,11296583,CHEBI:94770
2365,Pirbuterol,4845,CHEBI:8245
2366,Pirenzepine,4848,CHEBI:8247
2367,Piretanide,4849,CHEBI:32015
2368,Piribedil,4850,CHEBI:92833
2369,Piritramide,9331,CHEBI:135699
2370,Piritrexim,54369,
2371,Pirlimycin,157385,
2372,Pirlindole,68802,CHEBI:91755
2373,Piromidic acid,4855,CHEBI:32019
2374,Piroxicam,54676228,CHEBI:8249
2375,Pirprofen,35935,CHEBI:135028
2376,Pirtobrutinib,129269915,CHEBI:229212
2377,Pitavastatin,5282452,CHEBI:32020
2378,Pitolisant,9948102,CHEBI:134709
2379,Pivagabine,68888,CHEBI:134834
2380,Pivampicillin,33478,CHEBI:8255
2381,Pivhydrazine,9375,CHEBI:134868
2382,Pivmecillinam,115163,CHEBI:51210
2383,Pixantrone,134019,CHEBI:135945
2384,Pizotifen,27400,CHEBI:50212
2385,Platelet Activating Factor,108156,CHEBI:44811
2386,Platinum,23939,CHEBI:33364
2387,Plazomicin,42613186,
2388,Plecanatide,70693500,
2389,Plerixafor,65015,CHEBI:125354
2390,Plevitrexed,135430970,
2391,Plicamycin,163659,CHEBI:31856
2392,Plitidepsin,9812534,CHEBI:90205
2393,Plumbagin,10205,CHEBI:8273
2394,Polaprezinc,9817450,
2395,Poldine,11018,CHEBI:135443
2396,Polmacoxib,9841854,
2398,Pomalidomide,134780,CHEBI:72690
2399,Ponatinib,24826799,CHEBI:78543
2400,Ponesimod,11363176,CHEBI:233412
2401,Porfiromycin,13116,CHEBI:208611
2402,Posaconazole,468595,CHEBI:64355
2403,Posizolid,213049,
2404,Potassium,5462222,CHEBI:26216
2405,Potassium cation,813,CHEBI:29103
2406,Potassium triiodide,105053,CHEBI:5948
2407,Pracinostat,49855250,CHEBI:95071
2408,Practolol,4883,CHEBI:258351
2409,Pradigastat,53387035,
2410,Prajmaline,76959818,CHEBI:135560
2411,Pralatrexate,148121,CHEBI:71223
2412,Pralidoxime,135398747,CHEBI:8354
2413,Pralsetinib,129073603,
2414,Pramlintide,70691388,CHEBI:135922
2415,Pramocaine,4886,CHEBI:8357
2416,Pranlukast,4887,CHEBI:94810
2417,Pranoprofen,4888,CHEBI:32040
2418,Prasterone,5881,CHEBI:28689
2419,Prasterone enantate,163331,
2420,Prasterone sulfate,12594,CHEBI:16814
2421,Prasugrel,6918456,CHEBI:87723
2422,Pravastatin,54687,CHEBI:63618
2423,Prazepam,4890,CHEBI:8362
2424,Prazosin,4893,CHEBI:8364
2425,Prednicarbate,6714002,CHEBI:135791
2426,Prednimustine,34457,CHEBI:82524
2427,Prednisolone,5755,CHEBI:8378
2428,Prednisolone acetate,5834,CHEBI:8380
2429,Prednisolone hemisuccinate,656804,CHEBI:135745
2430,Prednisolone phosphate,72078,CHEBI:145705
2431,Prednisone,5865,CHEBI:8382
2432,Prednisone acetate,91438,CHEBI:34655
2433,Prednylidene,20055008,CHEBI:135572
2434,Pregabalin,5486971,CHEBI:64356
2435,Pregnenolone,8955,CHEBI:16581
2436,Prenalterol,42396,CHEBI:8391
2437,Prenylamine,9801,CHEBI:8397
2438,Pretomanid,456199,
2439,Previtamin D(3),5281058,CHEBI:8403
2440,Pridinol,4904,CHEBI:75247
2441,Prifinium,4905,
2442,Prilocaine,4906,CHEBI:8404
2443,Primaquine,4908,CHEBI:8405
2444,Primidone,4909,CHEBI:8412
2445,Probenecid,4911,CHEBI:8426
2446,Probucol,4912,CHEBI:8427
2447,Procainamide,4913,CHEBI:8428
2448,Procaine,4914,CHEBI:8430
2449,Procarbazine,4915,CHEBI:71417
2450,Procaterol,688563,CHEBI:135209
2451,Prochlorperazine,4917,CHEBI:8435
2452,Procyclidine,4919,CHEBI:8448
2453,Profenamine,3290,CHEBI:313639
2454,Progabide,44115,CHEBI:135422
2455,Progesterone,5994,CHEBI:17026
2456,Proglumetacin,4921,CHEBI:76263
2457,Proguanil,6178111,CHEBI:8455
2458,Promazine,4926,CHEBI:8459
2459,Promegestone,36709,CHEBI:73390
2460,Promethazine,4927,CHEBI:8461
2461,Propacetamol,68865,CHEBI:135089
2462,Propanidid,15004,CHEBI:135432
2463,Propantheline,4934,CHEBI:8481
2464,Proparacaine,4935,CHEBI:8485
2465,Propatyl nitrate,66261,CHEBI:135104
2466,Propenidazole,6446788,CHEBI:135098
2467,Propentofylline,4938,CHEBI:32061
2468,Propicillin,92879,CHEBI:52429
2469,Propiomazine,4940,CHEBI:8491
2470,Propiopromazine,24352,
2471,Propiverine,4942,CHEBI:8493
2472,Propofol,4943,CHEBI:44915
2473,Propoxycaine,6843,CHEBI:8496
2474,Propylthiouracil,657298,CHEBI:8502
2475,Propyphenazone,3778,CHEBI:135538
2476,Proquazone,31508,CHEBI:135151
2477,Proscillaridin,5284613,CHEBI:32065
2478,Prostaglandin B2,5280881,CHEBI:28099
2479,Prostaglandin D2,448457,CHEBI:15555
2480,Prostaglandin G2,5280883,CHEBI:27647
2481,Prostalene,6436031,
2482,Prothipendyl,14670,CHEBI:135182
2483,Protionamide,666418,CHEBI:32066
2484,Protirelin,638678,CHEBI:35940
2485,Protocatechualdehyde,8768,CHEBI:50205
2486,Protokylol,4969,CHEBI:135413
2487,Protriptyline,4976,CHEBI:8597
2488,Proxibarbal,17336,CHEBI:134928
2489,Proxyphylline,4977,CHEBI:32070
2490,Prucalopride,3052762,CHEBI:135552
2491,Prulifloxacin,65947,CHEBI:32071
2492,Prussian blue,2724251,CHEBI:30069
2493,Psilocybin,10624,CHEBI:8614
2494,Puromycin,439530,CHEBI:17939
2495,Pyrantel,708857,CHEBI:8654
2496,Pyrazinamide,1046,CHEBI:45285
2497,Pyrazolam,12562545,
2498,Pyridostigmine,4991,CHEBI:8665
2499,Pyrimethamine,4993,CHEBI:8673
2500,Pyrithyldione,4994,CHEBI:94590
2501,Pyronaridine,107771,CHEBI:135951
2502,Quazepam,4999,CHEBI:8694
2503,Quercetin,5280343,CHEBI:16243
2504,Quetiapine,5002,CHEBI:8707
2505,Quifenadine,65600,CHEBI:134746
2506,Quinacrine,237,CHEBI:8711
2507,Quinagolide,3086401,CHEBI:135627
2508,Quinapril,54892,CHEBI:8713
2509,Quinaprilat,107994,CHEBI:140296
2510,Quinestrol,9046,CHEBI:8716
2511,Quinethazone,6307,CHEBI:8717
2512,Quingestanol,9842127,
2513,Quingestanol acetate,18142,CHEBI:135661
2514,Quinidine,441074,CHEBI:28593
2515,Quinisocaine,6857,CHEBI:93295
2516,Quinupramine,93154,CHEBI:135292
2517,Quinupristin,5388937,
2518,Quizartinib,24889392,CHEBI:90217
2519,"R,S-Warfarin alcohol",54736486,
2520,R-306465,10309899,
2521,Raclopride,3033769,CHEBI:92070
2522,Ractopamine,56052,CHEBI:82647
2523,Radezolid,11224409,
2525,Raloxifene,5035,CHEBI:8772
2526,Raltegravir,54671008,CHEBI:82960
2527,Raltitrexed,135400182,CHEBI:5847
2528,Ramatroban,123879,CHEBI:32087
2529,Ramelteon,208902,CHEBI:109549
2530,Ramipril,5362129,CHEBI:8774
2531,Ramiprilat,5464096,CHEBI:77363
2532,Ramosetron,108000,CHEBI:135156
2533,Ranitidine,3001055,CHEBI:8776
2534,Ranolazine,56959,CHEBI:87690
2535,Rapacuronium,5311399,CHEBI:135845
2536,Ravuconazole,467825,CHEBI:143825
2537,Rebastinib,25066467,CHEBI:62166
2538,Regadenoson,219024,CHEBI:135613
2539,Regorafenib,11167602,CHEBI:68647
2540,Relcovaptan,60943,CHEBI:93701
2541,Relebactam,44129647,
2542,Relugolix,10348973,
2543,Remacemide,60511,CHEBI:91654
2544,Remdesivir,121304016,CHEBI:145994
2545,Remifentanil,60815,CHEBI:8802
2546,Remikiren,6324659,CHEBI:8803
2547,Remimazolam,9867812,
2548,Remogliflozin etabonate,9871420,CHEBI:177541
2549,Remoxipride,54477,CHEBI:92948
2550,Renzapride,119574,
2551,Repaglinide,65981,CHEBI:8805
2552,Repinotan,198757,
2553,Reposal,19254,CHEBI:135079
2554,Repotrectinib,135565923,CHEBI:229220
2555,Reproterol,25654,CHEBI:135612
2556,Rescinnamine,5280954,CHEBI:28572
2557,Reserpine,5770,CHEBI:28487
2558,Resmetirom,15981237,
2559,Resorcinol,5054,CHEBI:27810
2560,Resveratrol,445154,CHEBI:27881
2561,Retapamulin,6918462,CHEBI:166679
2562,Revefenacin,11753673,
